"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-16","18.8","H,,S","23.3",",,W","13.3",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-17","18.7","H,,S","23.9",",,W","13.3",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-18","23.2","H,,S","26.7",",,W","20.6",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-19","22.6","H,,S","23.3",",,W","21.1",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-20","22.6","H,,S","27.8",",,W","20.6",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-21","22.9","H,,S","29.4",",,W","18.3",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-22","22.7","H,,S","28.3",",,W","16.7",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-23","21.6","H,,S","26.1",",,W","16.1",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-24","19.3","H,,S","22.2",",,W","14.4",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-25","16.6","H,,S","21.1",",,W","11.7",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-26","16.8","H,,S","22.2",",,W","10.6",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-27","21.0","H,,S","23.9",",,W","16.1",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-28","18.3","H,,S","21.1",",,W","15.0",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-29","16.4","H,,S","17.8",",,W","15.0",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-09-30","15.9","H,,S","16.7",",,W","15.0",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-01","15.6","H,,S","17.2",",,W","14.4",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-02","15.9","H,,S","18.3",",,W","14.4",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-03","18.3","H,,S","22.8",",,W","16.1",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-04","18.1","H,,S","21.1",",,W","13.9",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-05","15.4","H,,S","20.6",",,W","10.6",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-06","15.7","H,,S","21.7",",,W","11.1",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-07","16.1","H,,S","22.8",",,W","11.1",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-08","16.9","H,,S","21.7",",,W","12.8",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-09","15.3","H,,S","18.9",",,W","11.7",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-10","13.0","H,,S","17.8",",,W","8.3",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-11","12.1","H,,S","17.2",",,W","7.2",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-12","13.9","H,,S","18.9",",,W","9.4",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-13","15.1","H,,S","21.1",",,W","10.0",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-14","13.3","H,,S","17.2",",,W","8.3",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-15","12.4","H,,S","17.8",",,W","7.2",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-16","15.6","H,,S","20.6",",,W","10.6",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-17","19.3","H,,S","23.9",",,W","16.1",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-18","19.7","H,,S","23.9",",,W","16.1",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-19","22.7","H,,S","30.0",",,W","16.1",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-20","19.3","H,,S","22.2",",,W","15.0",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-21","19.8","H,,S","22.8",",,W","15.6",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-22","12.7","H,,S","15.6",",,W","8.9",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-23","12.1","H,,S","17.8",",,W","7.8",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-24","14.8","H,,S","18.9",",,W","8.9",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-25","10.3","H,,S","12.2",",,W","6.7",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-26","7.9","H,,S","11.7",",,W","4.4",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-27","7.7","H,,S","16.7",",,W","5.6",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-28","10.8","H,,S","13.9",",,W","6.1",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-29","9.7","H,,S","17.2",",,W","3.9",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-30","18.7","H,,S","22.8",",,W","13.3",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-10-31","11.7","H,,S","13.9",",,W","6.7",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-01","9.4","H,,S","15.0",",,W","4.4",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-02","14.8","H,,S","20.0",",,W","11.7",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-03","17.3","H,,S","22.8",",,W","13.9",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-04","14.6","H,,S","17.2",",,W","9.4",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-05","12.1","H,,S","18.3",",,W","6.7",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-06","13.5","H,,S","16.1",",,W","7.2",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-07","8.7","H,,S","12.8",",,W","3.9",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-08","11.1","H,,S","19.4",",,W","3.9",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-09","12.8","H,,S","15.6",",,W","10.0",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-10","10.1","H,,S","14.4",",,W","5.0",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-11","12.7","H,,S","18.9",",,W","5.6",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-12","6.8","H,,S","11.1",",,W","2.8",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-13","9.4","H,,S","16.7",",,W","4.4",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-14","10.5","H,,S","15.0",",,W","5.0",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-15","10.7","H,,S","12.2",",,W","8.9",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-16","11.3","H,,S","16.7",",,W","7.2",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-17","13.1","H,,S","17.2",",,W","9.4",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-18","12.1","H,,S","19.4",",,W","6.7",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-19","11.9","H,,S","15.6",",,W","5.6",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-20","6.4","H,,S","6.7",",,W","2.8",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-21","4.3","H,,S","5.6",",,W","3.3",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-22","4.6","H,,S","6.7",",,W","3.3",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-23","4.6","H,,S","8.3",",,W","2.2",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-24","6.7","H,,S","10.6",",,W","3.3",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-25","9.5","H,,S","12.8",",,W","7.8",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-26","9.8","H,,S","11.7",",,W","6.1",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-27","7.4","H,,S","11.7",",,W","5.0",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-28","7.4","H,,S","11.1",",,W","2.8",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-29","12.6","H,,S","15.6",",,W","11.1",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-11-30","13.2","H,,S","15.0",",,W","10.6",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-01","12.6","H,,S","13.9",",,W","6.7",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-02","8.1","H,,S","11.7",",,W","5.0",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-03","7.7","H,,S","10.0",",,W","5.6",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-04","6.4","H,,S","8.9",",,W","3.9",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-05","6.6","H,,S","11.1",",,W","4.4",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-06","6.3","H,,S","8.3",",,W","2.8",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-07","6.4","H,,S","8.3",",,W","5.0",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-08","5.9","H,,S","7.2",",,W","1.7",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-09","2.8","H,,S","6.1",",,W","-0.5",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-10","0.7","H,,S","3.9",",,W","-1.0",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-11","0.3","H,,S","2.2",",,W","-2.1",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-12","5.6","H,,S","8.9",",,W","1.1",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-13","5.0","H,,S","6.7",",,W","2.8",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-14","5.1","H,,S","7.2",",,W","1.7",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-15","-0.9","H,,S","2.2",",,W","-6.0",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-16","-5.3","H,,S","-1.6",",,W","-7.1",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-17","-0.4","H,,S","4.4",",,W","-2.7",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-18","8.4","H,,S","15.6",",,W","0.6",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-19","-0.4","H,,S","0.6",",,W","-3.2",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-20","-2.8","H,,S","1.7",",,W","-6.6",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-21","1.6","H,,S","5.0",",,W","-1.0",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-22","5.6","H,,S","10.6",",,W","1.1",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-23","6.0","H,,S","8.9",",,W","3.3",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-24","5.6","H,,S","8.3",",,W","3.9",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-25","7.2","H,,S","11.1",",,W","2.2",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-26","3.8","H,,S","9.4",",,W","-0.5",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-27","12.1","H,,S","16.7",",,W","5.0",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-28","5.9","H,,S","6.1",",,W","0.0",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-29","4.0","H,,S","8.9",",,W","-2.1",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-30","4.1","H,,S","6.1",",,W","1.7",",,W"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.76401","3.4","2016-12-31","3.3","H,,S","7.2",",,W","0.6",",,W"
